59146.00 	0.192913 0.017233  0.266422 0.029451 -0.3010182 0.0246816
59147.00 	0.191259 0.017261  0.265524 0.029510 -0.3018943 0.0247338
59148.00 	0.189587 0.017288  0.264653 0.029569 -0.3028719 0.0247860
59149.00 	0.187896 0.017315  0.263808 0.029628 -0.3039493 0.0248382
59150.00 	0.186188 0.017342  0.262990 0.029687 -0.3050735 0.0248903
59151.00 	0.184463 0.017370  0.262199 0.029746 -0.3062247 0.0249424
59152.00 	0.182721 0.017397  0.261435 0.029805 -0.3074080 0.0249945
59153.00 	0.180963 0.017424  0.260699 0.029863 -0.3085838 0.0250465
59154.00 	0.179189 0.017451  0.259991 0.029922 -0.3096832 0.0250985
59155.00 	0.177400 0.017478  0.259311 0.029981 -0.3106664 0.0251504
59156.00 	0.175597 0.017505  0.258659 0.030040 -0.3114652 0.0252023
59157.00 	0.173780 0.017532  0.258036 0.030098 -0.3121226 0.0252542
59158.00 	0.171949 0.017559  0.257442 0.030157 -0.3126168 0.0253060
59159.00 	0.170105 0.017586  0.256876 0.030215 -0.3130098 0.0253578
59160.00 	0.168249 0.017613  0.256340 0.030274 -0.3134026 0.0254096
